product_name,category,gender,portfolio_cluster,sinal_priorizacao,priority_score,td_score,commercial_score,qt_pedidos,qt_skus,qt_items_vendidos,receita_liquida,qt_reversas,qt_items_returned,qt_trocas,qt_devolucoes,qt_reversas_fisico,qt_reversas_logistico,valor_troca,valor_devolucao,td_rate,td_rate_categoria,delta_vs_categoria,ratio_vs_categoria,share_receita_portfolio,share_unidades_portfolio,share_td_portfolio,top_1_problema,top_1_pct,top_2_problema,top_2_pct,top_3_problema,top_3_pct,pct_top_3_total,principal_cor_afetada,principal_cor_pct,principal_tamanho_afetado,principal_tamanho_pct,reversas_ultimos_3m,reversas_3m_anteriores,tendencia_reversas,comentarios_amostra,resumo_pre_llm,portfolio_cluster_payload
Cueca Boxer Comfort Simples Masculino,Cueca,male,Long tail,Não priorizar agora,0.6168695652173913,0.4078260869565217,0.9304347826086957,42278,16,122209,6695190.58,1376,2504.0,1074,259,1298,12,193353.11266666665,100688.43916666666,0.020489489317480708,0.02260982533801665,-0.0021203360205359414,0.9062205926478006,0.019087502,0.04089194079871939,0.014627193494871136,defeito_furo_rasgo,0.1613372093023256,tecido_qualidade_ruim,0.10392441860465117,defeito_costura,0.07630813953488372,0.34156976744186046,Preto,0.45930232558139533,G,0.34084302325581395,225,468,Caiu nos últimos 3 meses,"Gostei da Compra, produto muito bom, porém ficou grande || Recebi o produto incorreto, recebi um top ao invés da cuéca || Rasgo no tecido ao vestir pela 1a vez  || Depois de apenas uma vez utilizada a peça já apresentou um rasgo na costura. || Recebi recentemente de presente de Dia dos Pais 2 cuecas e 2 camisetas da Insider. Gostaria de registrar minha decepção, pois após utilizar uma das cuecas pela primeira vez e lavá-la à mão, ela acabou descosturando.
O tamanho do produto está perfeito e, à primeira vista, a qualidade aparentava ser ótima. No entanto, considerando que pagou-se R$ 80,00 pela peça e ela durou apenas um único uso, acredito que não seja justo.
Dessa forma, gostaria de saber como proceder para realizar a troca, visto que comprei (ou, no caso, recebi) o produto justamente pela reputação de qualidade da marca e acredito que esse defeito não condiz com o padrão esperado.
Aguardo um retorno com as orientações para o processo de troca. || Comprei 2 modelos de cueca, uma da performance e as outras normais. A performance ficou justa , perfeita, as outras ficaram bem soltas, quero todas performance por serem mais justas ao corpo , estas começaram a enrolar na perna  || Ficou grande  || Não serviu || Fotos enviadas no ticket - 1989389 || prefiro um tamanho mais justo, com alguma compressão","Top problemas: defeito_furo_rasgo, tecido_qualidade_ruim, defeito_costura. Top 3 concentram 34.2% das reversas com tag. Tendência: Caiu nos últimos 3 meses.","{""cluster"":""Long tail"",""product_name"":""Cueca Boxer Comfort Simples Masculino"",""first_sale_date"":""2021-06-12"",""skp_state"":""ativo_perene"",""num_colors"":9,""category_1"":""Man"",""category_2"":""Man Underwear"",""category_3"":""Man Underwear Bottoms"",""category_4"":""Man Underwear Bottoms Underpants"",""revenue_after_discounts"":8134441.48,""qt_sold"":138349.99999999994,""mc3_ratio"":0.037991724144459033,""num_products_cat4"":7,""pctl_category_relevance_company"":96.15384615384616,""viabilidade_financeira_raw"":-0.29515108560219194,""pctl_revenue_company"":93.137254901960787,""pctl_revenue_cat4"":100,""pctl_volume_company"":97.549019607843135,""pctl_viabilidade_company"":8.3333333333333321,""manual_classification"":null,""aging"":56.64354465997787,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Vestido Midi de Alça FutureForm Feminino,Vestido,female,Long tail,Monitorar,0.6111304347826086,0.76,0.38782608695652177,3000,13,3072,902286.73,534,535.0,326,197,470,0,118964.49,123338.72000000002,0.17415364583333334,0.16338701443356385,0.010766631399769494,1.0658964938988307,0.002572354,0.0010279115460699784,0.003125219057410566,caimento_ruim,0.2247191011235955,tamanho_grande,0.14232209737827714,modelagem_ruim,0.1348314606741573,0.50187265917603,Preto,0.5205992509363296,M,0.4044943820224719,156,378,Caiu nos últimos 3 meses,"Não gostei no modelo no meu corpo  || Houve arrependimento pois no corpo da minha esposa ficou muito grande o vestido. Teria que ter um comprimento menor || Adorei o vestido.  O tamanho menor ficará perfeito! || Quero  || Primeira compra. Conhecendo tecidos, modelos, etc. Pretendo tentar novamente  || Achei que ele fosse no mesmo tecido do outro vestido da Insider. Pode ter sido falha minha de não ter identificado, mas mesmo assim, quero manter a peça. || O vestido foi entregue na cor errada, veio verde, mas também não vestiu bem. || O tamanho do vestido é grande  || não caiu bem no meu corpo  || Não ","Top problemas: caimento_ruim, tamanho_grande, modelagem_ruim. Top 3 concentram 50.2% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Caiu nos últimos 3 meses.","{""cluster"":""Long tail"",""product_name"":""Vestido Midi de Alça FutureForm Feminino"",""first_sale_date"":""2025-12-05"",""skp_state"":""ativo_perene"",""num_colors"":3,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Dresses"",""category_4"":""Woman Casual Dresses Dress Midi"",""revenue_after_discounts"":795689.51,""qt_sold"":3038.9999999999718,""mc3_ratio"":0.31555529777418134,""num_products_cat4"":5,""pctl_category_relevance_company"":61.53846153846154,""viabilidade_financeira_raw"":0.047577429580835391,""pctl_revenue_company"":59.803921568627452,""pctl_revenue_cat4"":0,""pctl_volume_company"":46.568627450980394,""pctl_viabilidade_company"":58.333333333333336,""manual_classification"":null,""aging"":28.004206637353807,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
NEXTECH T-shirt Masculino,T-shirt,male,Core,Monitorar,0.6106086956521739,0.6095652173913044,0.6121739130434782,9502,12,12521,1894685.94,933,987.0,677,237,821,3,177470.92500000002,123351.116,0.07882756968293267,0.05496738950982482,0.02386018017310785,1.4340788308464805,0.005401612,0.0041896095274551425,0.005765591046101362,tamanho_grande,0.06966773847802786,tecido_transparente,0.06966773847802786,caimento_ruim,0.055734190782422297,0.19506966773847803,Off White,0.4630225080385852,G,0.3665594855305466,250,362,Caiu nos últimos 3 meses,"Restante tudo perfeito  || O pano fica transparente. || Gostamos do produto queremos trocar a cor || Já comprei algumas camisas ai, mas essa ficou gigante no comprimento || Ficou apertado || Tamanho ficou grande ||  o modelo nextech  é maior que o modelo da tech-tshirt. achamos que por isso nao deu certo o tamanho GG. || Produto enviado nao condiz com o produto comprado. Enviaram camiseta feminina Azul ao invés da camiseta Branca NEXTECH que foi adquirida.  || Branco muito transparente. || troca realizada com sucesso e atenção da insider ","Top problemas: tamanho_grande, tecido_transparente, caimento_ruim. Top 3 concentram 19.5% das reversas com tag. Tendência: Caiu nos últimos 3 meses.","{""cluster"":""Core"",""product_name"":""NEXTECH T-shirt Masculino"",""first_sale_date"":""2025-10-01"",""skp_state"":""ativo_perene"",""num_colors"":3,""category_1"":""Man"",""category_2"":""Man Casual"",""category_3"":""Man Casual Top"",""category_4"":""Man Casual Top T-Shirt"",""revenue_after_discounts"":2105204.73,""qt_sold"":14249.000000001397,""mc3_ratio"":0.31243193204625719,""num_products_cat4"":48,""pctl_category_relevance_company"":100,""viabilidade_financeira_raw"":0.027990458122099313,""pctl_revenue_company"":74.509803921568633,""pctl_revenue_cat4"":47.058823529411761,""pctl_volume_company"":69.6078431372549,""pctl_viabilidade_company"":53.921568627450981,""manual_classification"":null,""aging"":51.492280728229865,""is_hero"":false,""is_core"":true,""processed_at"":""2026-06-12""}"
The Perfect Top T-shirt Feminino,T-shirt,female,Long tail,Monitorar,0.6069565217391304,0.7530434782608696,0.38782608695652177,4406,12,5234,576836.45,600,637.0,379,207,540,0,84992.75000000001,95165.89,0.12170424149789835,0.05496738950982482,0.06673685198807353,2.214117180808542,0.001644519,0.0017513310651465711,0.0037210552141505246,tamanho_pequeno,0.13166666666666665,caimento_ruim,0.08666666666666667,modelagem_ruim,0.056666666666666664,0.275,Preto,0.655,M,0.39,272,281,Estável,"Pensei que o tecido era igual ao da cropped || Produto veio em bom estado, apenas ficou pequeno mesmo || Gostei do produto  || Não gostei do material da blusa || Material é mais esportivo, não fica bom para usar no dia a dia || Camiseta muito justa || Achei que era outro tecido  || Gostaria de outro tipo de material || Material diferente do esperado  || Não gostei de como a peça ficou no meu corpo","Top problemas: tamanho_pequeno, caimento_ruim, modelagem_ruim. Top 3 concentram 27.5% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Estável.","{""cluster"":""Long tail"",""product_name"":""The Perfect Top T-shirt Feminino"",""first_sale_date"":""2025-11-14"",""skp_state"":""ativo_perene"",""num_colors"":3,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Top"",""category_4"":""Woman Casual Top Tank Top"",""revenue_after_discounts"":537158.15,""qt_sold"":5086.9999999998126,""mc3_ratio"":0.14653995468274691,""num_products_cat4"":16,""pctl_category_relevance_company"":94.230769230769226,""viabilidade_financeira_raw"":-0.0056792731270047733,""pctl_revenue_company"":50.980392156862742,""pctl_revenue_cat4"":46.153846153846153,""pctl_volume_company"":55.882352941176471,""pctl_viabilidade_company"":50,""manual_classification"":null,""aging"":66.635346869244358,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Vestido Esportivo Rush Feminino,Vestido Esportivo,female,Long tail,Monitorar,0.6041739130434782,0.7843478260869564,0.3339130434782609,3554,10,3668,609075.05,811,812.0,505,294,764,0,129422.37999999996,108140.39,0.22137404580152673,0.22137404580152673,0.0,1.0,0.001736429,0.0012273370934194924,0.004743323130125944,tamanho_pequeno,0.12453760789149199,caimento_ruim,0.08754623921085081,modelagem_ruim,0.0690505548705302,0.281134401972873,Preto,0.8014796547472256,M,0.3625154130702836,154,223,Caiu nos últimos 3 meses,"Não gostei  || o material não estica, parece uma lona fina, de forma que nos seios, ainda que eu tenha pego G (meu tamanho) ficou mega apertado, e o restante do vestido ficou largo || Não ficou bem no meu corpo || Muito apertado na parte do busto e a parte da saia muito longa || O bojo aperta o seio e o restante fica largo || Mesmo motivo do anterior  || Ficou muito apertado na parte de cima pois tenho seios muito grande  || Fino demais o tecido || Eu amei demais o vestido, mas esse GG é mto pequeno  || Ficou apertado no peito","Top problemas: tamanho_pequeno, caimento_ruim, modelagem_ruim. Top 3 concentram 28.1% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Caiu nos últimos 3 meses.","{""cluster"":""Long tail"",""product_name"":""Vestido Esportivo Rush Feminino"",""first_sale_date"":""2024-10-17"",""skp_state"":""ativo_perene"",""num_colors"":7,""category_1"":""Woman"",""category_2"":""Woman Fitness/Sportswear"",""category_3"":""Woman Fitness/Sportswear One Piece"",""category_4"":""Woman Fitness/Sportswear One Piece Dress"",""revenue_after_discounts"":1238342.79,""qt_sold"":8593.9999999996053,""mc3_ratio"":0.18068076564104535,""num_products_cat4"":1,""pctl_category_relevance_company"":38.461538461538467,""viabilidade_financeira_raw"":0.033621042919513316,""pctl_revenue_company"":66.17647058823529,""pctl_revenue_cat4"":50,""pctl_volume_company"":63.235294117647058,""pctl_viabilidade_company"":55.392156862745104,""manual_classification"":null,""aging"":205.8662854848294,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Chemise FutureForm Feminino,Vestido,female,Core,Monitorar,0.6031304347826087,0.6434782608695653,0.542608695652174,4844,10,4995,1717335.11,724,724.0,442,274,629,0,184288.66,164373.07,0.14494494494494495,0.16338701443356385,-0.0184420694886189,0.8871264674701687,0.004895998,0.0016713600822329236,0.004229268406664019,tamanho_grande,0.17403314917127072,caimento_ruim,0.09944751381215469,modelagem_ruim,0.05386740331491713,0.32734806629834257,Preto,0.7748618784530387,M,0.38812154696132595,263,274,Estável,"Eu não gostei de como ficou o caimento no meu corpo e o tecido não me agradou. || O Tecido é maravilhoso mas o tamanho P é equivalente ao M.
Infelizmente não deu certo || Esta peca não me atendeu como gostaria. || Nao gostei do modelo no corpo || apenas muito grande para o meu tamanho || Ficou muito comprido || Além de ficar muito grande, achei que o modelo não ficou bom em mim || Ficou muito comprida || Não gostei como ficou no meu corpo. || A esposa não gostou ","Top problemas: tamanho_grande, caimento_ruim, modelagem_ruim. Top 3 concentram 32.7% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Estável.","{""cluster"":""Core"",""product_name"":""Chemise FutureForm Feminino"",""first_sale_date"":""2025-09-01"",""skp_state"":""ativo_perene"",""num_colors"":3,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Dresses"",""category_4"":""Woman Casual Dresses Dress Long"",""revenue_after_discounts"":1811020.05,""qt_sold"":5824.9999999998172,""mc3_ratio"":0.21364794644294843,""num_products_cat4"":1,""pctl_category_relevance_company"":36.538461538461533,""viabilidade_financeira_raw"":-0.15264437691895943,""pctl_revenue_company"":71.078431372549019,""pctl_revenue_cat4"":50,""pctl_volume_company"":57.352941176470587,""pctl_viabilidade_company"":24.019607843137255,""manual_classification"":null,""aging"":91.478091399172428,""is_hero"":false,""is_core"":true,""processed_at"":""2026-06-12""}"
Performance T-shirt 2.0 Masculino,T-shirt,male,Long tail,Monitorar,0.6029565217391304,0.6095652173913044,0.5930434782608696,6943,20,10344,1842040.45,754,842.0,507,232,675,0,185056.06666666662,190855.71666666667,0.08139984532095901,0.05496738950982482,0.026432455811134188,1.480875225235313,0.005251524,0.003461170909032505,0.004918569058578872,tamanho_pequeno,0.08090185676392574,modelagem_ruim,0.058355437665782495,defeito_costura,0.04111405835543767,0.18037135278514588,Preto,0.39389920424403185,G,0.3885941644562334,253,256,Estável,"Tamanho G desta peça não passou pela cabeça  || Ficou ruim o caimento || Eu comprei uma XL meses atras e havia ficado apertada, achei que essa maior ficaria boa, porem ficou grande demais, pior do que a que havia ficado apertada || Não  || O tecido é bom, mas mesmo seguindo as instruções de lavagem, a camiseta desfiou na gola || Não era a camiseta básica que esperava.  || As informações já estão acima.  || Não gostei no meu corpo || Fiz o pedido do tamanho errado. || Nao era o modelo que eu queria","Top problemas: tamanho_pequeno, modelagem_ruim, defeito_costura. Top 3 concentram 18% das reversas com tag. Tendência: Estável.","{""cluster"":""Long tail"",""product_name"":""Performance T-shirt 2.0 Masculino"",""first_sale_date"":""2022-09-19"",""skp_state"":""ativo_perene"",""num_colors"":10,""category_1"":""Man"",""category_2"":""Man Fitness/Sportswear"",""category_3"":""Man Fitness/Sportswear Top"",""category_4"":""Man Fitness/Sportswear Top T-Shirt"",""revenue_after_discounts"":2414987.44,""qt_sold"":13971.00000000098,""mc3_ratio"":0.25442966364995495,""num_products_cat4"":6,""pctl_category_relevance_company"":82.6923076923077,""viabilidade_financeira_raw"":-0.18907188276454609,""pctl_revenue_company"":77.450980392156865,""pctl_revenue_cat4"":50,""pctl_volume_company"":68.627450980392155,""pctl_viabilidade_company"":19.117647058823529,""manual_classification"":null,""aging"":136.75712256722795,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Skin Cropped Feminino,Cropped,female,Long tail,Monitorar,0.5961739130434782,0.5808695652173912,0.6191304347826088,13195,14,17568,1444812.33,1614,1667.0,1056,520,1503,6,265060.37,220720.77000000002,0.09488843351548269,0.10426281509600759,-0.009374381580524893,0.9100889269880854,0.004119055,0.005878369154087688,0.009737832091034418,tamanho_pequeno,0.09355638166047088,tecido_transparente,0.04894671623296159,caimento_ruim,0.03345724907063197,0.17596034696406443,Preto,0.5024783147459727,M,0.3785625774473358,509,397,Aumentou nos últimos 3 meses,"Era um presente, a aniversariante ao experimentar verificou que estava pequeno. || Acho o tamanho da insider estranho eu to usando do p ao g 😱 dependen muito da peca || Ficou transparente e por isso vou pegar um tamanho maior ou outra peça.  || Muito curta  || Comprei 2x || Blusa ficou pequena || Ficou deselegante, preciso trocar pela GG || Eu adorei o produto mas ficou pequeno  || Tecido diferente do esperado , não gostei infelizmente , além de ser um tamamho pequeno tecido fino diferente do que eu achei que fosse  || Ficou muito justa e transparente ","Top problemas: tamanho_pequeno, tecido_transparente, caimento_ruim. Top 3 concentram 17.6% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Aumentou nos últimos 3 meses.","{""cluster"":""Long tail"",""product_name"":""Skin Cropped Feminino"",""first_sale_date"":""2022-07-27"",""skp_state"":""ativo_perene"",""num_colors"":11,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Top"",""category_4"":""Woman Casual Top Cropped"",""revenue_after_discounts"":2072739.95,""qt_sold"":25881.999999999975,""mc3_ratio"":0.0011693984854146576,""num_products_cat4"":8,""pctl_category_relevance_company"":84.615384615384613,""viabilidade_financeira_raw"":-0.14458837311265413,""pctl_revenue_company"":74.019607843137265,""pctl_revenue_cat4"":85.714285714285708,""pctl_volume_company"":83.333333333333343,""pctl_viabilidade_company"":25.490196078431371,""manual_classification"":null,""aging"":91.9372028183724,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
The Perfect Top Asymmetric Feminino,Tops,female,Long tail,Monitorar,0.5827826086956522,0.6965217391304348,0.4121739130434783,5350,12,5968,609901.97,742,745.0,398,328,628,0,85451.21999999999,121713.2,0.12483243967828418,0.12217334259473643,0.002659097083547751,1.0217649531974278,0.001738786,0.0019969323264796973,0.004351940556581069,caimento_ruim,0.2223719676549865,modelagem_ruim,0.14285714285714285,tamanho_grande,0.07142857142857142,0.4366576819407008,Preto,0.5390835579514824,M,0.3584905660377358,210,311,Caiu nos últimos 3 meses,"insatisfeita || A costura da blusinha está torta, quando coloco no corpo ela enrola. || Compra em valor maior entre Site e Instagram || Achei muito curta  || endereço errado || Tamanho pequeno, o bojo interno pequeno e veio com um fio de costura solto.  || Deu tudo certo com a compra, mas infelizmente  a peça não me vestiu bem. || Só por gosto mesmo, a blusa é bonita. ||  Ficou feio no corpo. O sutiã e o bojo interno deixaram muito a desejar. Recomendo melhorar isso, pois não vestem bem para quem usa acima de 42.  || Bojo fica muito marcado ","Top problemas: caimento_ruim, modelagem_ruim, tamanho_grande. Top 3 concentram 43.7% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Caiu nos últimos 3 meses.","{""cluster"":""Long tail"",""product_name"":""The Perfect Top Asymmetric Feminino"",""first_sale_date"":""2025-11-12"",""skp_state"":""ativo_perene"",""num_colors"":3,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Top"",""category_4"":""Woman Casual Top Tank Top"",""revenue_after_discounts"":569042.27,""qt_sold"":5970.9999999998972,""mc3_ratio"":0.0075839516305785185,""num_products_cat4"":16,""pctl_category_relevance_company"":94.230769230769226,""viabilidade_financeira_raw"":-0.28806173742560942,""pctl_revenue_company"":51.470588235294116,""pctl_revenue_cat4"":53.846153846153847,""pctl_volume_company"":57.843137254901968,""pctl_viabilidade_company"":8.8235294117647065,""manual_classification"":null,""aging"":45.045726532223732,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Tech T-shirt Gola V Feminino,T-shirt,female,Hero,Não priorizar agora,0.5758260869565217,0.3973913043478261,0.8434782608695652,26513,21,38356,4426756.79,1511,1569.0,963,516,1360,7,300864.50999999995,236335.81999999995,0.04090624674105746,0.05496738950982482,-0.014061142768767361,0.7441911850979555,0.012620362,0.012834171634459664,0.009165362058088183,tamanho_pequeno,0.050959629384513566,caimento_ruim,0.039046988749172735,modelagem_ruim,0.02911978821972204,0.11912640635340833,Preto,0.2825943084050298,M,0.31568497683653207,359,302,Estável,"A || O problema foi somente que era um presente e a pessoa preferiu a cor Flame Red do que a Evergreen e pediu para trocar. || Não ficou boa no corpo || Deveria disponibilizar data para agendamento de retirada do item somente durante o período do codigo de devolução  || A blusa é totalmente transparente. || Segunda tentativa de troca. Os correios não vieram buscar o produto.  || Ficou grande e a menor é só por compra antecipada e eu não quero esperar  || não gostei do tom
branco muito amarelado || arrependimento || Achei que fosse mais escura","Top problemas: tamanho_pequeno, caimento_ruim, modelagem_ruim. Top 3 concentram 11.9% das reversas com tag. Tendência: Estável.","{""cluster"":""Hero"",""product_name"":""Tech T-shirt Gola V Feminino"",""first_sale_date"":""2022-07-05"",""skp_state"":""ativo_perene"",""num_colors"":25,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Top"",""category_4"":""Woman Casual Top T-Shirt"",""revenue_after_discounts"":8435338.9,""qt_sold"":73621.9999999999,""mc3_ratio"":0.189761069957101,""num_products_cat4"":30,""pctl_category_relevance_company"":98.076923076923066,""viabilidade_financeira_raw"":-0.065880658481024784,""pctl_revenue_company"":94.6078431372549,""pctl_revenue_cat4"":91.666666666666657,""pctl_volume_company"":92.64705882352942,""pctl_viabilidade_company"":37.254901960784316,""manual_classification"":null,""aging"":147.12536566808325,""is_hero"":true,""is_core"":false,""processed_at"":""2026-06-12""}"
Vestido Curto Gola Canoa FutureForm Feminino,Vestido,female,Long tail,Monitorar,0.5721739130434782,0.648695652173913,0.45739130434782616,4224,12,4347,1156074.47,646,646.0,332,301,557,0,119230.39999999998,179490.97,0.1486082355647573,0.16338701443356385,-0.014778778868806547,0.9095474085254439,0.003295884,0.0014545349904837876,0.0037736289926864034,caimento_ruim,0.17956656346749225,tamanho_grande,0.11919504643962849,modelagem_ruim,0.11145510835913312,0.4102167182662539,Preto,0.39628482972136225,M,0.34055727554179566,345,301,Estável,"Conversei com a IA do site que sugeriu G pra ficar mais soltinho, mas a peça ficou realmente muito larga e grande em geral. || Grande na lateral e curto na perna. || Ficou apertado no busto é muito largo no quadril.  || Acredito que o erro não foi na tabela de medidas e sim na expectativa de como a peça vestiria no meu corpo || O forro deixa o vestido duro e desconfortável  || Não tem um bom caimento. || O vestido ficou curto. || Não me vestiu bem || O caimento não foi bom para o meu tipo de corpo. || Foi um presente e o vestido ficou curto","Top problemas: caimento_ruim, tamanho_grande, modelagem_ruim. Top 3 concentram 41% das reversas com tag. Tendência: Estável.","{""cluster"":""Long tail"",""product_name"":""Vestido Curto Gola Canoa FutureForm Feminino"",""first_sale_date"":""2025-12-05"",""skp_state"":""ativo_perene"",""num_colors"":3,""category_1"":""Woman"",""category_2"":""Woman Casual"",""category_3"":""Woman Casual Dresses"",""category_4"":""Woman Casual Dresses Dress Mini"",""revenue_after_discounts"":1052936.82,""qt_sold"":4272.0000000000036,""mc3_ratio"":0.34556958932457893,""num_products_cat4"":4,""pctl_category_relevance_company"":46.153846153846153,""viabilidade_financeira_raw"":0.083163792726639429,""pctl_revenue_company"":63.725490196078425,""pctl_revenue_cat4"":66.666666666666657,""pctl_volume_company"":51.9607843137255,""pctl_viabilidade_company"":65.196078431372555,""manual_classification"":null,""aging"":82.128373303226923,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Regata Intech Masculino,Regata Esportivo,male,Long tail,Não priorizar agora,0.5702608695652175,0.43565217391304356,0.7721739130434783,19275,20,27717,2696415.58,1182,1243.0,812,352,1067,8,197649.12,147873.03999999998,0.04484612331781939,0.048200352378555245,-0.003354229060735854,0.9304106942125141,0.007687285,0.00927429177162161,0.0072610229688996894,modelagem_ruim,0.049069373942470386,caimento_ruim,0.04568527918781726,tamanho_grande,0.03299492385786802,0.12774957698815567,Azul Marinho,0.3570219966159052,G,0.30456852791878175,202,344,Caiu nos últimos 3 meses,"Enviaram uma calça  || Ja tenho 3 unidades, porem voces mudaram as medidas sem nenhuma notificação  || . || Vou trocar pela G || Usei como base o provedor virtual, o que me indicou que meu tamanho ideial seria XGG, porém a peça ficou grande. Vou trocar para o tamanho GG. || Discrepância relevante de cor em comparação com as imagens divulgadas no site || As mangas da regata no ombro ficaram muito grandes em mim. O restante as medidas bateram, mas a manga ficou desproporcional e grande. || Olhe a diferença dessas duas peças “M” que comprei, com intervalo de poucos meses entre uma e outra… Comprimento, largura, manga esgarçada. 
Escolhi a azul marinho, pra seguir o processo de troca, mas eu quero uma preta. Até espero quando tiver. || o caimento não ficou legal || A cor realmente me decepcionou, parece mais branco...","Top problemas: modelagem_ruim, caimento_ruim, tamanho_grande. Top 3 concentram 12.8% das reversas com tag. Tendência: Caiu nos últimos 3 meses.","{""cluster"":""Long tail"",""product_name"":""Regata Intech Masculino"",""first_sale_date"":""2024-10-02"",""skp_state"":""ativo_perene"",""num_colors"":5,""category_1"":""Man"",""category_2"":""Man Fitness/Sportswear"",""category_3"":""Man Fitness/Sportswear Top"",""category_4"":""Man Fitness/Sportswear Top Tank Top"",""revenue_after_discounts"":3205525.28,""qt_sold"":32715.999999999996,""mc3_ratio"":0.12584330595698268,""num_products_cat4"":1,""pctl_category_relevance_company"":48.07692307692308,""viabilidade_financeira_raw"":-0.049330068103194132,""pctl_revenue_company"":81.862745098039213,""pctl_revenue_cat4"":50,""pctl_volume_company"":85.7843137254902,""pctl_viabilidade_company"":42.156862745098039,""manual_classification"":null,""aging"":128.09085865202638,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
Legging Fitness IN-ACTION Seamless Feminino,Calça Legging,female,Lancamento,Monitorar,0.5685217391304347,0.8095652173913043,0.20695652173913043,1757,12,1930,297388.83,385,395.0,211,166,356,0,48176.79000000001,63411.25,0.20466321243523317,0.10406332453825858,0.10059988789697459,1.966717989679345,0.000847834,0.000645790782524433,0.002307404724630231,tamanho_pequeno,0.16883116883116883,conforto_negativo,0.10909090909090909,caimento_ruim,0.08051948051948052,0.35844155844155845,Preto,0.6,P,0.3922077922077922,344,41,Aumentou nos últimos 3 meses,"Arrependimento  || Dei de presente e nao vestiu bem na pessoa, vou devolver ela e pegar outro produto aqui no site com o crédito  || Minha filha adolescente não gostou. || Ficou muito apertada  || O tecido é bem compressor, imaginei que fosse um tecido menos apertado. || Nenhuma tabela ou provador leva em consideração a grossura das coxas e foi isso que fez a calça nao servir nas minhas pernas || Nos comentários do produto fala de uma calça confortável e o que veio foi muito diferente. O tecido da calça é duro, de compressão máxima. Sequer pude experimentar pois é apertadíssima demais!!! E eu comprei tamanho maior que o usual em lojas normais.  || nao gostei  || Achei a legging muito desconfortável, um tecido que pinica, não gostei  || A calça ficou muito transparente e marcando","Top problemas: tamanho_pequeno, conforto_negativo, caimento_ruim. Top 3 concentram 35.8% das reversas com tag. Há concentração relevante na cor Preto. Tendência: Aumentou nos últimos 3 meses.","{""cluster"":""Lancamento"",""product_name"":""Legging Fitness IN-ACTION Seamless Feminino"",""first_sale_date"":""2026-02-20"",""skp_state"":""ativo_em_lancamento"",""num_colors"":3,""category_1"":""Woman"",""category_2"":""Woman Fitness/Sportswear"",""category_3"":""Woman Fitness/Sportswear Bottoms"",""category_4"":""Woman Fitness/Sportswear Bottoms Leggings/Pants"",""revenue_after_discounts"":258362.88,""qt_sold"":1923.9999999999577,""mc3_ratio"":0.1989481743187739,""num_products_cat4"":6,""pctl_category_relevance_company"":80.769230769230774,""viabilidade_financeira_raw"":-0.014238120744730617,""pctl_revenue_company"":39.705882352941174,""pctl_revenue_cat4"":0,""pctl_volume_company"":39.215686274509807,""pctl_viabilidade_company"":47.549019607843135,""manual_classification"":null,""aging"":12.492323970757983,""is_hero"":false,""is_core"":false,""processed_at"":""2026-06-12""}"
